meter_id,locality,feeder_id,category,lat,lon,flag_status,confidence_score,anomaly_type,explanation_text,shap_top_feature_1,shap_top_feature_2,shap_top_feature_3,days_anomalous,personal_baseline_kwh,peer_baseline_kwh,deviation_pct
MET_134,Whitefield,F03,Industrial,12.970421717310671,77.7514070256336,FLAGGED,100,FEEDER_LOSS,Meter MET_134 flagged: stages IF/peer/feeder = 1/0/1. Personal baseline ~1.44 kWh/interval vs peer cluster ~1.44 in Whitefield Industrial. Feeder F03 also shows ~25% aggregate mismatch vs meter sum.,day_of_week,rolling_std_7d,z_personal,25,1.4402218903772046,1.4402218903772044,1.541738855718102e-14
MET_135,Whitefield,F03,Residential,12.97001262139031,77.75000033757236,NORMAL,50,NORMAL,Meter MET_135 flagged: stages IF/peer/feeder = 0/0/1. Personal baseline ~0.42 kWh/interval vs peer cluster ~0.42 in Whitefield Residential. Feeder F03 also shows ~25% aggregate mismatch vs meter sum.,consumption_kwh,hour_of_day,rolling_mean_24h,32,0.4159075128522449,0.4159075128522449,0.0
MET_136,Whitefield,F03,Commercial,12.966913767865828,77.7512659770467,FLAGGED,100,FEEDER_LOSS,Meter MET_136 flagged: stages IF/peer/feeder = 1/0/1. Personal baseline ~0.55 kWh/interval vs peer cluster ~0.55 in Whitefield Commercial. Feeder F03 also shows ~25% aggregate mismatch vs meter sum.,day_of_week,consumption_kwh,z_personal,38,0.5515700884303265,0.5515700884303265,0.0
MET_137,Whitefield,F03,Residential,12.969410853606345,77.75837267323573,NORMAL,50,NORMAL,Meter MET_137 flagged: stages IF/peer/feeder = 0/0/1. Personal baseline ~0.42 kWh/interval vs peer cluster ~0.42 in Whitefield Residential. Feeder F03 also shows ~25% aggregate mismatch vs meter sum.,consumption_kwh,hour_of_day,rolling_mean_24h,32,0.41561529653561413,0.4156152965356141,1.3356378288762304e-14
MET_138,Whitefield,F03,Residential,12.9760934196099,77.75154338621023,NORMAL,50,NORMAL,Meter MET_138 flagged: stages IF/peer/feeder = 0/0/1. Personal baseline ~0.42 kWh/interval vs peer cluster ~0.42 in Whitefield Residential. Feeder F03 also shows ~25% aggregate mismatch vs meter sum.,consumption_kwh,hour_of_day,rolling_mean_24h,26,0.41505693123671306,0.41505693123671306,0.0
MET_139,Whitefield,F03,Commercial,12.96674777116122,77.74555035411207,FLAGGED,100,FEEDER_LOSS,Meter MET_139 flagged: stages IF/peer/feeder = 1/0/1. Personal baseline ~0.55 kWh/interval vs peer cluster ~0.55 in Whitefield Commercial. Feeder F03 also shows ~25% aggregate mismatch vs meter sum.,day_of_week,rolling_std_7d,z_personal,33,0.5518519561252736,0.5518519561252736,0.0
MET_140,Whitefield,F03,Residential,12.974564571812357,77.75105099690059,FLAGGED,100,FEEDER_LOSS,Meter MET_140 flagged: stages IF/peer/feeder = 1/0/1. Personal baseline ~0.33 kWh/interval vs peer cluster ~0.33 in Whitefield Residential. Feeder F03 also shows ~25% aggregate mismatch vs meter sum.,rolling_std_7d,rolling_mean_24h,day_of_week,24,0.3331544207637507,0.33315442076375074,-1.6662288648008775e-14
MET_141,Whitefield,F03,Industrial,12.971720573613563,77.74302165605211,FLAGGED,100,FEEDER_LOSS,Meter MET_141 flagged: stages IF/peer/feeder = 1/0/1. Personal baseline ~1.44 kWh/interval vs peer cluster ~1.44 in Whitefield Industrial. Feeder F03 also shows ~25% aggregate mismatch vs meter sum.,day_of_week,rolling_mean_24h,hour_of_day,24,1.4411817295034888,1.4411817295034888,0.0
MET_142,Whitefield,F03,Commercial,12.973509753926232,77.75181768135286,FLAGGED,100,FEEDER_LOSS,Meter MET_142 flagged: stages IF/peer/feeder = 1/0/1. Personal baseline ~0.55 kWh/interval vs peer cluster ~0.55 in Whitefield Commercial. Feeder F03 also shows ~25% aggregate mismatch vs meter sum.,day_of_week,rolling_std_7d,hour_of_day,37,0.5515948127160495,0.5515948127160495,0.0
MET_143,Whitefield,F03,Residential,12.96535827726234,77.7481139007702,NORMAL,50,NORMAL,Meter MET_143 flagged: stages IF/peer/feeder = 0/0/1. Personal baseline ~0.42 kWh/interval vs peer cluster ~0.42 in Whitefield Residential. Feeder F03 also shows ~25% aggregate mismatch vs meter sum.,consumption_kwh,hour_of_day,rolling_mean_24h,29,0.41610418380638764,0.4161041838063876,1.3340685672386089e-14
MET_144,Whitefield,F03,Residential,12.970854868817426,77.75020986719342,NORMAL,50,NORMAL,Meter MET_144 flagged: stages IF/peer/feeder = 0/0/1. Personal baseline ~0.42 kWh/interval vs peer cluster ~0.42 in Whitefield Residential. Feeder F03 also shows ~25% aggregate mismatch vs meter sum.,consumption_kwh,hour_of_day,rolling_mean_24h,24,0.4156105776038144,0.4156105776038144,0.0
MET_145,Whitefield,F03,Commercial,12.968631315256784,77.74958604692773,FLAGGED,100,FEEDER_LOSS,Meter MET_145 flagged: stages IF/peer/feeder = 1/0/1. Personal baseline ~0.55 kWh/interval vs peer cluster ~0.55 in Whitefield Commercial. Feeder F03 also shows ~25% aggregate mismatch vs meter sum.,day_of_week,rolling_mean_24h,consumption_kwh,46,0.5513699495164346,0.5513699495164345,2.013571877826948e-14
MET_146,Whitefield,F03,Residential,12.968792090487172,77.75061025004841,NORMAL,50,NORMAL,Meter MET_146 flagged: stages IF/peer/feeder = 0/0/1. Personal baseline ~0.42 kWh/interval vs peer cluster ~0.42 in Whitefield Residential. Feeder F03 also shows ~25% aggregate mismatch vs meter sum.,consumption_kwh,hour_of_day,rolling_mean_24h,31,0.41535307085552414,0.4153530708555242,-1.3364810597624484e-14
MET_147,Whitefield,F03,Residential,12.975685967891971,77.73973336623628,NORMAL,50,NORMAL,Meter MET_147 flagged: stages IF/peer/feeder = 0/0/1. Personal baseline ~0.42 kWh/interval vs peer cluster ~0.42 in Whitefield Residential. Feeder F03 also shows ~25% aggregate mismatch vs meter sum.,consumption_kwh,hour_of_day,rolling_mean_24h,31,0.41540054568698287,0.41540054568698287,0.0
MET_148,Whitefield,F03,Industrial,12.96885259894196,77.75070604968549,FLAGGED,100,FEEDER_LOSS,Meter MET_148 flagged: stages IF/peer/feeder = 1/0/1. Personal baseline ~1.44 kWh/interval vs peer cluster ~1.44 in Whitefield Industrial. Feeder F03 also shows ~25% aggregate mismatch vs meter sum.,day_of_week,rolling_std_7d,hour_of_day,25,1.4400626728090427,1.4400626728090429,-1.5419093149043462e-14
MET_149,Whitefield,F03,Residential,12.970983975958749,77.74851234167471,FLAGGED,100,FEEDER_LOSS,Meter MET_149 flagged: stages IF/peer/feeder = 1/0/1. Personal baseline ~0.34 kWh/interval vs peer cluster ~0.34 in Whitefield Residential. Feeder F03 also shows ~25% aggregate mismatch vs meter sum.,rolling_std_7d,rolling_mean_24h,day_of_week,18,0.3366517832439729,0.3366517832439729,0.0
MET_150,Whitefield,F03,Residential,12.962773112870083,77.75131198193486,NORMAL,50,NORMAL,Meter MET_150 flagged: stages IF/peer/feeder = 0/0/1. Personal baseline ~0.42 kWh/interval vs peer cluster ~0.42 in Whitefield Residential. Feeder F03 also shows ~25% aggregate mismatch vs meter sum.,consumption_kwh,hour_of_day,rolling_mean_24h,30,0.4158573591669391,0.4158573591669391,0.0
MET_151,Koramangala,F04,Commercial,12.942109400856657,77.61836455438034,NORMAL,60,NORMAL,Meter MET_151 flagged: stages IF/peer/feeder = 1/0/0. Personal baseline ~0.55 kWh/interval vs peer cluster ~0.55 in Koramangala Commercial.,consumption_kwh,hour_of_day,rolling_mean_24h,47,0.5516870009770355,0.5516870009770355,0.0
MET_152,Koramangala,F04,Residential,12.938655312054792,77.62318589910751,NORMAL,60,NORMAL,Meter MET_152 flagged: stages IF/peer/feeder = 1/0/0. Personal baseline ~0.42 kWh/interval vs peer cluster ~0.42 in Koramangala Residential.,consumption_kwh,hour_of_day,rolling_mean_24h,28,0.41512584816447967,0.41512584816447967,0.0
MET_153,Koramangala,F04,Residential,12.934954702616684,77.62028840595718,NORMAL,0,NORMAL,Meter MET_153 flagged: stages IF/peer/feeder = 0/0/0. Personal baseline ~0.42 kWh/interval vs peer cluster ~0.42 in Koramangala Residential.,consumption_kwh,hour_of_day,rolling_mean_24h,18,0.4156981723549967,0.41569817235499673,-1.335371548948081e-14
MET_154,Koramangala,F04,Commercial,12.933862175310576,77.6297001783788,NORMAL,60,NORMAL,Meter MET_154 flagged: stages IF/peer/feeder = 1/0/0. Personal baseline ~0.55 kWh/interval vs peer cluster ~0.55 in Koramangala Commercial.,consumption_kwh,hour_of_day,rolling_mean_24h,39,0.5512561508696016,0.5512561508696016,0.0
MET_155,Koramangala,F04,Industrial,12.937530620967951,77.63142924642163,NORMAL,60,NORMAL,Meter MET_155 flagged: stages IF/peer/feeder = 1/0/0. Personal baseline ~1.44 kWh/interval vs peer cluster ~1.44 in Koramangala Industrial.,consumption_kwh,hour_of_day,rolling_mean_24h,25,1.4410275678514444,1.4410275678514444,0.0
MET_156,Koramangala,F04,Residential,12.939909647555911,77.62625634671572,NORMAL,0,NORMAL,Meter MET_156 flagged: stages IF/peer/feeder = 0/0/0. Personal baseline ~0.42 kWh/interval vs peer cluster ~0.42 in Koramangala Residential.,consumption_kwh,hour_of_day,rolling_mean_24h,34,0.41588404494421155,0.41588404494421155,0.0
MET_157,Koramangala,F04,Commercial,12.942175738104671,77.62625597263495,NORMAL,60,NORMAL,Meter MET_157 flagged: stages IF/peer/feeder = 1/0/0. Personal baseline ~0.55 kWh/interval vs peer cluster ~0.55 in Koramangala Commercial.,consumption_kwh,hour_of_day,rolling_mean_24h,40,0.5519643303679019,0.5519643303679019,0.0
MET_158,Koramangala,F04,Residential,12.938511952707188,77.62331371618586,NORMAL,0,NORMAL,Meter MET_158 flagged: stages IF/peer/feeder = 0/0/0. Personal baseline ~0.42 kWh/interval vs peer cluster ~0.42 in Koramangala Residential.,consumption_kwh,hour_of_day,rolling_mean_24h,21,0.41561811501036716,0.41561811501036716,0.0
MET_159,Koramangala,F04,Residential,12.935466183263436,77.6217103047068,NORMAL,0,NORMAL,Meter MET_159 flagged: stages IF/peer/feeder = 0/0/0. Personal baseline ~0.42 kWh/interval vs peer cluster ~0.42 in Koramangala Residential.,consumption_kwh,hour_of_day,rolling_mean_24h,18,0.4153782111063689,0.41537821110636886,1.3364001709045516e-14
MET_160,Koramangala,F04,Commercial,12.93915833573838,77.61978678550754,NORMAL,60,NORMAL,Meter MET_160 flagged: stages IF/peer/feeder = 1/0/0. Personal baseline ~0.55 kWh/interval vs peer cluster ~0.55 in Koramangala Commercial.,consumption_kwh,hour_of_day,rolling_mean_24h,40,0.5521559837285749,0.5521559837285749,0.0
MET_161,Koramangala,F04,Residential,12.938329401369671,77.62373739576998,NORMAL,0,NORMAL,Meter MET_161 flagged: stages IF/peer/feeder = 0/0/0. Personal baseline ~0.42 kWh/interval vs peer cluster ~0.42 in Koramangala Residential.,consumption_kwh,hour_of_day,rolling_mean_24h,27,0.41579996176962947,0.41579996176962947,0.0
MET_162,Koramangala,F04,Industrial,12.93988498837387,77.62750347595492,NORMAL,60,NORMAL,Meter MET_162 flagged: stages IF/peer/feeder = 1/0/0. Personal baseline ~1.44 kWh/interval vs peer cluster ~1.44 in Koramangala Industrial.,consumption_kwh,hour_of_day,rolling_mean_24h,24,1.4428661851187838,1.4428661851187838,0.0
MET_163,Koramangala,F04,Commercial,12.942482584630588,77.62742309876455,NORMAL,60,NORMAL,Meter MET_163 flagged: stages IF/peer/feeder = 1/0/0. Personal baseline ~0.55 kWh/interval vs peer cluster ~0.55 in Koramangala Commercial.,consumption_kwh,hour_of_day,rolling_mean_24h,34,0.5517506936431769,0.5517506936431769,0.0
MET_164,Koramangala,F04,Residential,12.928911838977386,77.62423218730841,NORMAL,0,NORMAL,Meter MET_164 flagged: stages IF/peer/feeder = 0/0/0. Personal baseline ~0.42 kWh/interval vs peer cluster ~0.42 in Koramangala Residential.,consumption_kwh,hour_of_day,rolling_mean_24h,23,0.4156981392759413,0.41569813927594135,-1.3353716552098734e-14
MET_165,Koramangala,F04,Residential,12.93051197122962,77.62242688063053,NORMAL,0,NORMAL,Meter MET_165 flagged: stages IF/peer/feeder = 0/0/0. Personal baseline ~0.42 kWh/interval vs peer cluster ~0.42 in Koramangala Residential.,consumption_kwh,hour_of_day,rolling_mean_24h,36,0.4150492173029221,0.4150492173029221,0.0
MET_166,Koramangala,F04,Commercial,12.941244913733106,77.62705013524359,NORMAL,60,NORMAL,Meter MET_166 flagged: stages IF/peer/feeder = 1/0/0. Personal baseline ~0.55 kWh/interval vs peer cluster ~0.55 in Koramangala Commercial.,consumption_kwh,hour_of_day,rolling_mean_24h,44,0.551112437088967,0.551112437088967,0.0
MET_167,Koramangala,F04,Residential,12.932404278285684,77.62044513053424,NORMAL,0,NORMAL,Meter MET_167 flagged: stages IF/peer/feeder = 0/0/0. Personal baseline ~0.42 kWh/interval vs peer cluster ~0.42 in Koramangala Residential.,consumption_kwh,hour_of_day,rolling_mean_24h,22,0.41557705084362667,0.4155770508436266,1.3357607480627117e-14
MET_168,Koramangala,F04,Residential,12.935331128371503,77.61963375940248,NORMAL,0,NORMAL,Meter MET_168 flagged: stages IF/peer/feeder = 0/0/0. Personal baseline ~0.42 kWh/interval vs peer cluster ~0.42 in Koramangala Residential.,consumption_kwh,hour_of_day,rolling_mean_24h,20,0.41524962085467865,0.4152496208546787,-1.3368140136287947e-14
MET_169,Koramangala,F04,Industrial,12.932515438890414,77.6257480378862,FLAGGED,100,THEFT,Meter MET_169 flagged: stages IF/peer/feeder = 1/1/0. Personal baseline ~1.18 kWh/interval vs peer cluster ~1.18 in Koramangala Industrial.,z_personal,rolling_std_7d,consumption_kwh,9,1.1754221050735767,1.1754221050735765,1.8890626947255876e-14
MET_170,Koramangala,F04,Residential,12.939821248144426,77.6269350458889,NORMAL,0,NORMAL,Meter MET_170 flagged: stages IF/peer/feeder = 0/0/0. Personal baseline ~0.42 kWh/interval vs peer cluster ~0.42 in Koramangala Residential.,consumption_kwh,hour_of_day,rolling_mean_24h,31,0.4160749419314264,0.41607494193142647,-1.3341623259880585e-14
MET_171,Koramangala,F04,Residential,12.926034841965608,77.62571746691611,NORMAL,0,NORMAL,Meter MET_171 flagged: stages IF/peer/feeder = 0/0/0. Personal baseline ~0.42 kWh/interval vs peer cluster ~0.42 in Koramangala Residential.,consumption_kwh,hour_of_day,rolling_mean_24h,23,0.4150747199838232,0.4150747199838232,0.0
MET_172,Koramangala,F04,Commercial,12.93548813429293,77.62615556114149,NORMAL,60,NORMAL,Meter MET_172 flagged: stages IF/peer/feeder = 1/0/0. Personal baseline ~0.55 kWh/interval vs peer cluster ~0.55 in Koramangala Commercial.,consumption_kwh,hour_of_day,rolling_mean_24h,34,0.5511502294992544,0.5511502294992544,0.0
MET_173,Koramangala,F04,Residential,12.941664838726604,77.61624704689278,NORMAL,60,NORMAL,Meter MET_173 flagged: stages IF/peer/feeder = 1/0/0. Personal baseline ~0.42 kWh/interval vs peer cluster ~0.42 in Koramangala Residential.,consumption_kwh,hour_of_day,rolling_mean_24h,20,0.41593888117054734,0.4159388811705473,1.3345987534283098e-14
MET_174,Koramangala,F04,Residential,12.932835586299236,77.62686362529116,NORMAL,0,NORMAL,Meter MET_174 flagged: stages IF/peer/feeder = 0/0/0. Personal baseline ~0.42 kWh/interval vs peer cluster ~0.42 in Koramangala Residential.,consumption_kwh,hour_of_day,rolling_mean_24h,25,0.41565897209311675,0.41565897209311675,0.0
MET_175,Koramangala,F04,Commercial,12.928873622402184,77.63040379619221,NORMAL,60,NORMAL,Meter MET_175 flagged: stages IF/peer/feeder = 1/0/0. Personal baseline ~0.55 kWh/interval vs peer cluster ~0.55 in Koramangala Commercial.,consumption_kwh,hour_of_day,rolling_mean_24h,34,0.5512179791861637,0.5512179791861636,2.0141270178892324e-14
MET_176,Koramangala,F04,Industrial,12.936673426450804,77.62788633594337,NORMAL,60,NORMAL,Meter MET_176 flagged: stages IF/peer/feeder = 1/0/0. Personal baseline ~1.44 kWh/interval vs peer cluster ~1.44 in Koramangala Industrial.,consumption_kwh,hour_of_day,rolling_mean_24h,30,1.4424651495586915,1.4424651495586915,0.0
MET_177,Koramangala,F04,Residential,12.932916225353912,77.62775505475986,NORMAL,60,NORMAL,Meter MET_177 flagged: stages IF/peer/feeder = 1/0/0. Personal baseline ~0.42 kWh/interval vs peer cluster ~0.42 in Koramangala Residential.,consumption_kwh,hour_of_day,rolling_mean_24h,26,0.4153985922373366,0.41539859223733655,1.3363346017201167e-14
MET_178,Koramangala,F04,Commercial,12.939473886223956,77.62543151208055,NORMAL,60,NORMAL,Meter MET_178 flagged: stages IF/peer/feeder = 1/0/0. Personal baseline ~0.55 kWh/interval vs peer cluster ~0.55 in Koramangala Commercial.,consumption_kwh,hour_of_day,rolling_mean_24h,35,0.5519577497064402,0.5519577497064402,0.0
MET_179,Koramangala,F04,Residential,12.936137603570796,77.62558137295713,NORMAL,0,NORMAL,Meter MET_179 flagged: stages IF/peer/feeder = 0/0/0. Personal baseline ~0.42 kWh/interval vs peer cluster ~0.42 in Koramangala Residential.,consumption_kwh,hour_of_day,rolling_mean_24h,23,0.4156652528120442,0.4156652528120442,0.0
MET_180,Koramangala,F04,Residential,12.931746618941045,77.62390988527903,NORMAL,0,NORMAL,Meter MET_180 flagged: stages IF/peer/feeder = 0/0/0. Personal baseline ~0.42 kWh/interval vs peer cluster ~0.42 in Koramangala Residential.,consumption_kwh,hour_of_day,rolling_mean_24h,31,0.41530199706683735,0.4153019970668373,1.336645420039337e-14
MET_181,Koramangala,F04,Commercial,12.93458990987019,77.62603357545741,NORMAL,60,NORMAL,Meter MET_181 flagged: stages IF/peer/feeder = 1/0/0. Personal baseline ~0.55 kWh/interval vs peer cluster ~0.55 in Koramangala Commercial.,consumption_kwh,hour_of_day,rolling_mean_24h,39,0.5517100617549633,0.5517100617549633,0.0
MET_182,Koramangala,F04,Residential,12.939199296987642,77.62026585567209,NORMAL,0,NORMAL,Meter MET_182 flagged: stages IF/peer/feeder = 0/0/0. Personal baseline ~0.42 kWh/interval vs peer cluster ~0.42 in Koramangala Residential.,consumption_kwh,hour_of_day,rolling_mean_24h,30,0.4156596821498264,0.41565968214982635,1.3354952047345451e-14
MET_183,Koramangala,F04,Industrial,12.93469996387872,77.63042582219063,NORMAL,60,NORMAL,Meter MET_183 flagged: stages IF/peer/feeder = 1/0/0. Personal baseline ~1.44 kWh/interval vs peer cluster ~1.44 in Koramangala Industrial.,consumption_kwh,hour_of_day,rolling_mean_24h,23,1.4400859553667664,1.4400859553667666,-1.541884386119717e-14
MET_184,Koramangala,F04,Commercial,12.93222564708475,77.62121099993084,NORMAL,60,NORMAL,Meter MET_184 flagged: stages IF/peer/feeder = 1/0/0. Personal baseline ~0.55 kWh/interval vs peer cluster ~0.55 in Koramangala Commercial.,consumption_kwh,hour_of_day,rolling_mean_24h,42,0.5515250760573853,0.5515250760573853,0.0
MET_185,Koramangala,F04,Residential,12.936009224767323,77.62787754076194,NORMAL,0,NORMAL,Meter MET_185 flagged: stages IF/peer/feeder = 0/0/0. Personal baseline ~0.42 kWh/interval vs peer cluster ~0.42 in Koramangala Residential.,consumption_kwh,hour_of_day,rolling_mean_24h,16,0.415680106181174,0.415680106181174,0.0
MET_186,Koramangala,F04,Residential,12.935245704222243,77.62981584236175,NORMAL,0,NORMAL,Meter MET_186 flagged: stages IF/peer/feeder = 0/0/0. Personal baseline ~0.42 kWh/interval vs peer cluster ~0.42 in Koramangala Residential.,consumption_kwh,hour_of_day,rolling_mean_24h,25,0.41566550077152903,0.4156655007715291,-1.33547651003564e-14
MET_187,Koramangala,F04,Commercial,12.938627175930266,77.62786728026755,NORMAL,60,NORMAL,Meter MET_187 flagged: stages IF/peer/feeder = 1/0/0. Personal baseline ~0.55 kWh/interval vs peer cluster ~0.55 in Koramangala Commercial.,consumption_kwh,hour_of_day,rolling_mean_24h,43,0.5514047742284552,0.5514047742284552,0.0
MET_188,Koramangala,F04,Residential,12.937416466005295,77.63381061240138,NORMAL,0,NORMAL,Meter MET_188 flagged: stages IF/peer/feeder = 0/0/0. Personal baseline ~0.42 kWh/interval vs peer cluster ~0.42 in Koramangala Residential.,consumption_kwh,hour_of_day,rolling_mean_24h,21,0.41558044517164244,0.41558044517164244,0.0
MET_189,Koramangala,F04,Residential,12.934379353244536,77.61648591083173,NORMAL,0,NORMAL,Meter MET_189 flagged: stages IF/peer/feeder = 0/0/0. Personal baseline ~0.42 kWh/interval vs peer cluster ~0.42 in Koramangala Residential.,consumption_kwh,hour_of_day,rolling_mean_24h,24,0.41563119113292046,0.41563119113292046,0.0
MET_190,Koramangala,F04,Industrial,12.941617017446069,77.62266920227617,NORMAL,60,NORMAL,Meter MET_190 flagged: stages IF/peer/feeder = 1/0/0. Personal baseline ~1.44 kWh/interval vs peer cluster ~1.44 in Koramangala Industrial.,consumption_kwh,hour_of_day,rolling_mean_24h,25,1.4411124153973314,1.4411124153973311,1.540786149315153e-14
MET_191,Koramangala,F04,Residential,12.935631521777372,77.62973820273945,NORMAL,0,NORMAL,Meter MET_191 flagged: stages IF/peer/feeder = 0/0/0. Personal baseline ~0.42 kWh/interval vs peer cluster ~0.42 in Koramangala Residential.,consumption_kwh,hour_of_day,rolling_mean_24h,16,0.41559342654049597,0.41559342654049597,0.0
MET_192,Koramangala,F04,Residential,12.928790961835764,77.61949341114358,NORMAL,0,NORMAL,Meter MET_192 flagged: stages IF/peer/feeder = 0/0/0. Personal baseline ~0.42 kWh/interval vs peer cluster ~0.42 in Koramangala Residential.,consumption_kwh,hour_of_day,rolling_mean_24h,27,0.4156228212083061,0.4156228212083061,0.0
MET_193,Koramangala,F04,Commercial,12.928794888251524,77.6213234548399,NORMAL,60,NORMAL,Meter MET_193 flagged: stages IF/peer/feeder = 1/0/0. Personal baseline ~0.55 kWh/interval vs peer cluster ~0.55 in Koramangala Commercial.,consumption_kwh,hour_of_day,rolling_mean_24h,28,0.5517715444691831,0.5517715444691831,0.0
MET_194,Koramangala,F04,Residential,12.936958546424068,77.62659675137125,NORMAL,0,NORMAL,Meter MET_194 flagged: stages IF/peer/feeder = 0/0/0. Personal baseline ~0.42 kWh/interval vs peer cluster ~0.42 in Koramangala Residential.,consumption_kwh,hour_of_day,rolling_mean_24h,23,0.41510723391308063,0.41510723391308063,0.0
MET_195,Koramangala,F04,Residential,12.936305096717314,77.61884893646443,NORMAL,60,NORMAL,Meter MET_195 flagged: stages IF/peer/feeder = 1/0/0. Personal baseline ~0.42 kWh/interval vs peer cluster ~0.42 in Koramangala Residential.,consumption_kwh,hour_of_day,rolling_mean_24h,21,0.41525238268456244,0.41525238268456244,0.0
MET_196,Koramangala,F04,Commercial,12.92595958625347,77.62471741434156,NORMAL,60,NORMAL,Meter MET_196 flagged: stages IF/peer/feeder = 1/0/0. Personal baseline ~0.55 kWh/interval vs peer cluster ~0.55 in Koramangala Commercial.,consumption_kwh,hour_of_day,rolling_mean_24h,27,0.5518357441563313,0.5518357441563313,0.0
MET_197,Koramangala,F04,Industrial,12.933312895865448,77.62633754308686,NORMAL,60,NORMAL,Meter MET_197 flagged: stages IF/peer/feeder = 1/0/0. Personal baseline ~1.44 kWh/interval vs peer cluster ~1.44 in Koramangala Industrial.,consumption_kwh,hour_of_day,rolling_mean_24h,25,1.4405872236250106,1.4405872236250106,0.0
MET_198,Koramangala,F04,Residential,12.938007814504886,77.62505296572823,NORMAL,0,NORMAL,Meter MET_198 flagged: stages IF/peer/feeder = 0/0/0. Personal baseline ~0.42 kWh/interval vs peer cluster ~0.42 in Koramangala Residential.,consumption_kwh,hour_of_day,rolling_mean_24h,27,0.41503964565392,0.41503964565392,0.0
MET_199,Koramangala,F04,Commercial,12.938240532341505,77.62541684549646,NORMAL,60,NORMAL,Meter MET_199 flagged: stages IF/peer/feeder = 1/0/0. Personal baseline ~0.55 kWh/interval vs peer cluster ~0.55 in Koramangala Commercial.,consumption_kwh,hour_of_day,rolling_mean_24h,35,0.5518833781010195,0.5518833781010196,-2.0116986100312222e-14
MET_200,Koramangala,F04,Residential,12.937320258822409,77.62168130694852,NORMAL,0,NORMAL,Meter MET_200 flagged: stages IF/peer/feeder = 0/0/0. Personal baseline ~0.42 kWh/interval vs peer cluster ~0.42 in Koramangala Residential.,consumption_kwh,hour_of_day,rolling_mean_24h,21,0.41566754945026957,0.41566754945026957,0.0
MET_201,Hebbal,F05,Residential,13.035081554344677,77.59778710438663,NORMAL,0,NORMAL,Meter MET_201 flagged: stages IF/peer/feeder = 0/0/0. Personal baseline ~0.42 kWh/interval vs peer cluster ~0.42 in Hebbal Residential.,consumption_kwh,hour_of_day,rolling_mean_24h,24,0.41597460488025184,0.4159746048802518,1.3344841386949098e-14
MET_202,Hebbal,F05,Commercial,13.039082113901667,77.5954250353111,NORMAL,60,NORMAL,Meter MET_202 flagged: stages IF/peer/feeder = 1/0/0. Personal baseline ~0.55 kWh/interval vs peer cluster ~0.55 in Hebbal Commercial.,consumption_kwh,hour_of_day,rolling_mean_24h,38,0.5521106330685764,0.5521106330685764,0.0
MET_203,Hebbal,F05,Residential,13.037884669022928,77.59593664483234,NORMAL,0,NORMAL,Meter MET_203 flagged: stages IF/peer/feeder = 0/0/0. Personal baseline ~0.42 kWh/interval vs peer cluster ~0.42 in Hebbal Residential.,consumption_kwh,hour_of_day,rolling_mean_24h,24,0.4162201939824121,0.41622019398241217,-1.3336967315334899e-14
MET_204,Hebbal,F05,Industrial,13.035329831330689,77.6003180761681,NORMAL,60,NORMAL,Meter MET_204 flagged: stages IF/peer/feeder = 1/0/0. Personal baseline ~1.44 kWh/interval vs peer cluster ~1.44 in Hebbal Industrial.,consumption_kwh,hour_of_day,rolling_mean_24h,22,1.4391325472006247,1.4391325472006247,0.0
MET_205,Hebbal,F05,Commercial,13.027827758515784,77.5918141106877,NORMAL,60,NORMAL,Meter MET_205 flagged: stages IF/peer/feeder = 1/0/0. Personal baseline ~0.55 kWh/interval vs peer cluster ~0.55 in Hebbal Commercial.,consumption_kwh,hour_of_day,rolling_mean_24h,46,0.5517971913869817,0.5517971913869818,-2.0120128227447686e-14
MET_206,Hebbal,F05,Residential,13.029871258410228,77.5876655355206,NORMAL,0,NORMAL,Meter MET_206 flagged: stages IF/peer/feeder = 0/0/0. Personal baseline ~0.42 kWh/interval vs peer cluster ~0.42 in Hebbal Residential.,consumption_kwh,hour_of_day,rolling_mean_24h,20,0.41508547028117193,0.41508547028117193,0.0
MET_207,Hebbal,F05,Residential,13.03308694223938,77.5999977355989,NORMAL,0,NORMAL,Meter MET_207 flagged: stages IF/peer/feeder = 0/0/0. Personal baseline ~0.42 kWh/interval vs peer cluster ~0.42 in Hebbal Residential.,consumption_kwh,hour_of_day,rolling_mean_24h,28,0.41519395520966434,0.4151939552096643,1.3369932421878794e-14
MET_208,Hebbal,F05,Commercial,13.03466046373447,77.59779116032776,NORMAL,60,NORMAL,Meter MET_208 flagged: stages IF/peer/feeder = 1/0/0. Personal baseline ~0.55 kWh/interval vs peer cluster ~0.55 in Hebbal Commercial.,consumption_kwh,hour_of_day,rolling_mean_24h,40,0.5517381365089873,0.5517381365089873,0.0
MET_209,Hebbal,F05,Residential,13.040156869986845,77.60231074452906,NORMAL,0,NORMAL,Meter MET_209 flagged: stages IF/peer/feeder = 0/0/0. Personal baseline ~0.41 kWh/interval vs peer cluster ~0.41 in Hebbal Residential.,consumption_kwh,hour_of_day,rolling_mean_24h,29,0.414912009838556,0.41491200983855603,-1.3379017698923067e-14
